STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,DAPR,FMTM,MDPR,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,TSUN,WDF2,WDF5,WESD,WESF,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
US1OHLC0002,"PATASKALA 4.4 WNW, OH US",40.0273317,-82.7489517,324,11/9/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,11/10/09,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0001,"UPPER ARLINGTON 0.9 E, OH US",40.027882,-83.054333,256,11/10/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0012,"UPPER ARLINGTON 2.4 NNW, OH US",40.0604,-83.0815,267.9,11/10/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,11/10/09,8.05,,,,1422,0,,,,60,48,,,10,20,,,18.1,23,1,,,,,,,1,,,,,,,,,,,
US1OHFR0010,"WESTERVILLE 0.2 WNW, OH US",40.12261,-82.92132,270.1,11/10/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0003,"GRANDVIEW HEIGHTS 0.1 N, OH US",39.980958,-83.040056,234.1,11/10/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0002,"DUBLIN 3.2 ENE, OH US",40.1299,-83.0742,273.1,11/10/09,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,11/10/09,,,,,,0,0,0,,68,45,62,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,11/10/09,,,,,,0,0,0,,63,48,56,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0008,"NEW ALBANY 2.8 SSE, OH US",40.04029,-82.798033,314.6,11/10/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0007,"UPPER ARLINGTON 1.3 SSW, OH US",40.011192,-83.083161,247.5,11/10/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,11/10/09,7.83,,1513,,2315,0,0,0,,61,49,,,10,20,0,,17.9,25.9,1,,,,,,1,1,,,,,,,,,,,
US1OHLC0002,"PATASKALA 4.4 WNW, OH US",40.0273317,-82.7489517,324,11/10/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,11/11/09,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0001,"UPPER ARLINGTON 0.9 E, OH US",40.027882,-83.054333,256,11/11/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0012,"UPPER ARLINGTON 2.4 NNW, OH US",40.0604,-83.0815,267.9,11/11/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,11/11/09,12.3,,,,1131,0,,,,56,37,,,40,40,,,23.9,29.1,,,,,,,,,,,,,,,,,,,
US1OHFR0010,"WESTERVILLE 0.2 WNW, OH US",40.12261,-82.92132,270.1,11/11/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0003,"GRANDVIEW HEIGHTS 0.1 N, OH US",39.980958,-83.040056,234.1,11/11/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0002,"DUBLIN 3.2 ENE, OH US",40.1299,-83.0742,273.1,11/11/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,11/11/09,,,,,,0,0,0,,63,42,43,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,11/11/09,,,,,,0,0,0,,56,42,53,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0008,"NEW ALBANY 2.8 SSE, OH US",40.04029,-82.798033,314.6,11/11/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0007,"UPPER ARLINGTON 1.3 SSW, OH US",40.011192,-83.083161,247.5,11/11/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,11/11/09,12.3,,1510,,1532,0,0,0,,57,40,,,30,40,0,,21,25.9,,,,,,,,,,,,,,,,,,,
US1OHLC0002,"PATASKALA 4.4 WNW, OH US",40.0273317,-82.7489517,324,11/11/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,11/12/09,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0001,"UPPER ARLINGTON 0.9 E, OH US",40.027882,-83.054333,256,11/12/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0012,"UPPER ARLINGTON 2.4 NNW, OH US",40.0604,-83.0815,267.9,11/12/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,11/12/09,6.71,,,,1530,0,,,,55,28,,,40,50,,,14.1,17,,,,,,,,,,,,,,,,,,,
US1OHFR0010,"WESTERVILLE 0.2 WNW, OH US",40.12261,-82.92132,270.1,11/12/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0003,"GRANDVIEW HEIGHTS 0.1 N, OH US",39.980958,-83.040056,234.1,11/12/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0002,"DUBLIN 3.2 ENE, OH US",40.1299,-83.0742,273.1,11/12/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,11/12/09,,,,,,0,0,0,,60,31,47,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,11/12/09,,,,,,0,0,0,,56,29,51,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0008,"NEW ALBANY 2.8 SSE, OH US",40.04029,-82.798033,314.6,11/12/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0007,"UPPER ARLINGTON 1.3 SSW, OH US",40.011192,-83.083161,247.5,11/12/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,11/12/09,5.82,,1416,,1322,0,0,0,,56,34,,,30,40,0,,14.1,17,,,,,,,,,,,,,,,,,,,
US1OHLC0002,"PATASKALA 4.4 WNW, OH US",40.0273317,-82.7489517,324,11/12/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,11/13/09,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0001,"UPPER ARLINGTON 0.9 E, OH US",40.027882,-83.054333,256,11/13/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0012,"UPPER ARLINGTON 2.4 NNW, OH US",40.0604,-83.0815,267.9,11/13/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,11/13/09,2.01,,,,1044,0,,,,63,31,,,110,110,,,8.9,10.1,,,,,,,,,,,,,,,,,,,
US1OHFR0010,"WESTERVILLE 0.2 WNW, OH US",40.12261,-82.92132,270.1,11/13/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0003,"GRANDVIEW HEIGHTS 0.1 N, OH US",39.980958,-83.040056,234.1,11/13/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0002,"DUBLIN 3.2 ENE, OH US",40.1299,-83.0742,273.1,11/13/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,11/13/09,,,,,,0,0,0,,59,32,47,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,11/13/09,,,,,,0,0,0,,64,32,61,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0008,"NEW ALBANY 2.8 SSE, OH US",40.04029,-82.798033,314.6,11/13/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0007,"UPPER ARLINGTON 1.3 SSW, OH US",40.011192,-83.083161,247.5,11/13/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,11/13/09,2.01,,1117,,840,0,0,0,,65,33,,,130,20,0,,8.9,15,,,,,,,,,,,,,,,,,,,
US1OHLC0002,"PATASKALA 4.4 WNW, OH US",40.0273317,-82.7489517,324,11/13/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,11/14/09,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0001,"UPPER ARLINGTON 0.9 E, OH US",40.027882,-83.054333,256,11/14/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0012,"UPPER ARLINGTON 2.4 NNW, OH US",40.0604,-83.0815,267.9,11/14/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,11/14/09,3.58,,,,1336,0,,,,67,40,,,210,210,,,10.1,18.1,,,,,,,,,,,,,,,,,,,
US1OHFR0010,"WESTERVILLE 0.2 WNW, OH US",40.12261,-82.92132,270.1,11/14/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0003,"GRANDVIEW HEIGHTS 0.1 N, OH US",39.980958,-83.040056,234.1,11/14/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0002,"DUBLIN 3.2 ENE, OH US",40.1299,-83.0742,273.1,11/14/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,11/14/09,,,,,,0,0,0,,65,34,38,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,11/14/09,,,,,,0,0,0,,67,37,63,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0008,"NEW ALBANY 2.8 SSE, OH US",40.04029,-82.798033,314.6,11/14/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0007,"UPPER ARLINGTON 1.3 SSW, OH US",40.011192,-83.083161,247.5,11/14/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,11/14/09,2.91,,1305,,1304,0,0,0,,67,42,,,190,190,0,,12.1,15,,,,,,,,,,,,,,,,,,,
US1OHLC0002,"PATASKALA 4.4 WNW, OH US",40.0273317,-82.7489517,324,11/14/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,11/15/09,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0001,"UPPER ARLINGTON 0.9 E, OH US",40.027882,-83.054333,256,11/15/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0012,"UPPER ARLINGTON 2.4 NNW, OH US",40.0604,-83.0815,267.9,11/15/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,11/15/09,3.36,,,,2134,0,,,,64,48,,,10,10,,,13,16.1,,,,,,,,1,,,,,,,,,,,
US1OHFR0003,"GRANDVIEW HEIGHTS 0.1 N, OH US",39.980958,-83.040056,234.1,11/15/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0002,"DUBLIN 3.2 ENE, OH US",40.1299,-83.0742,273.1,11/15/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,11/15/09,,,,,,0,0,0,,69,37,49,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,11/15/09,,,,,,0,0,0,,63,43,61,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0008,"NEW ALBANY 2.8 SSE, OH US",40.04029,-82.798033,314.6,11/15/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0007,"UPPER ARLINGTON 1.3 SSW, OH US",40.011192,-83.083161,247.5,11/15/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,11/15/09,3.8,,2346,,2345,0,0,0,,65,45,,,20,30,0,,12.1,14.1,,,,,,,,1,,,,,,,,,,,
US1OHLC0002,"PATASKALA 4.4 WNW, OH US",40.0273317,-82.7489517,324,11/15/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,11/16/09,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0001,"UPPER ARLINGTON 0.9 E, OH US",40.027882,-83.054333,256,11/16/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0012,"UPPER ARLINGTON 2.4 NNW, OH US",40.0604,-83.0815,267.9,11/16/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,11/16/09,10.74,,,,500,0,,,,54,45,,,50,30,,,17,23.9,,,,,,,,1,,,,,,,,,,,
US1OHFR0010,"WESTERVILLE 0.2 WNW, OH US",40.12261,-82.92132,270.1,11/16/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0003,"GRANDVIEW HEIGHTS 0.1 N, OH US",39.980958,-83.040056,234.1,11/16/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0002,"DUBLIN 3.2 ENE, OH US",40.1299,-83.0742,273.1,11/16/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,11/16/09,,,,,,0,0,0,,61,47,51,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0008,"NEW ALBANY 2.8 SSE, OH US",40.04029,-82.798033,314.6,11/16/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0007,"UPPER ARLINGTON 1.3 SSW, OH US",40.011192,-83.083161,247.5,11/16/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,11/16/09,9.4,,1559,,555,0,0,0,,57,46,,,40,60,0,,16.1,21.9,,,,,,,1,1,,,,,,,,,,,
US1OHLC0002,"PATASKALA 4.4 WNW, OH US",40.0273317,-82.7489517,324,11/16/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,11/17/09,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0001,"UPPER ARLINGTON 0.9 E, OH US",40.027882,-83.054333,256,11/17/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0012,"UPPER ARLINGTON 2.4 NNW, OH US",40.0604,-83.0815,267.9,11/17/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,11/17/09,9.84,,,,2150,0,,,,64,42,,,70,90,,,16.1,19.9,,,,,,,,,,,,,,,,,,,
US1OHFR0010,"WESTERVILLE 0.2 WNW, OH US",40.12261,-82.92132,270.1,11/17/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0003,"GRANDVIEW HEIGHTS 0.1 N, OH US",39.980958,-83.040056,234.1,11/17/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0002,"DUBLIN 3.2 ENE, OH US",40.1299,-83.0742,273.1,11/17/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,11/17/09,,,,,,0,0,0,,60,44,58,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,11/17/09,,,,,,0,0,0,,65,43,58,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0008,"NEW ALBANY 2.8 SSE, OH US",40.04029,-82.798033,314.6,11/17/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0007,"UPPER ARLINGTON 1.3 SSW, OH US",40.011192,-83.083161,247.5,11/17/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,11/17/09,10.96,,1332,,2134,0,0,0,,66,45,,,120,80,0,,17,23,,,,,,,,,,,,,,1,,,,,
US1OHLC0002,"PATASKALA 4.4 WNW, OH US",40.0273317,-82.7489517,324,11/17/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,11/18/09,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0001,"UPPER ARLINGTON 0.9 E, OH US",40.027882,-83.054333,256,11/18/09,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0012,"UPPER ARLINGTON 2.4 NNW, OH US",40.0604,-83.0815,267.9,11/18/09,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,11/18/09,11.41,,,,1115,0.1,,,,55,49,,,120,150,,,18.1,23,1,,,,,,,1,,,,,,,,,,,
US1OHFR0010,"WESTERVILLE 0.2 WNW, OH US",40.12261,-82.92132,270.1,11/18/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0003,"GRANDVIEW HEIGHTS 0.1 N, OH US",39.980958,-83.040056,234.1,11/18/09,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0002,"DUBLIN 3.2 ENE, OH US",40.1299,-83.0742,273.1,11/18/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,11/18/09,,,,,,0,0,0,,68,50,51,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,11/18/09,,,,,,0,0,0,,58,50,51,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0008,"NEW ALBANY 2.8 SSE, OH US",40.04029,-82.798033,314.6,11/18/09,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0007,"UPPER ARLINGTON 1.3 SSW, OH US",40.011192,-83.083161,247.5,11/18/09,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,11/18/09,11.41,,1358,,1336,0.05,0,0,,55,49,,,130,120,0,,17.9,25.1,1,,,,1,,,,,,,,,1,,,,,
US1OHLC0002,"PATASKALA 4.4 WNW, OH US",40.0273317,-82.7489517,324,11/18/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,11/19/09,,,,,,0.13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0001,"UPPER ARLINGTON 0.9 E, OH US",40.027882,-83.054333,256,11/19/09,,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0012,"UPPER ARLINGTON 2.4 NNW, OH US",40.0604,-83.0815,267.9,11/19/09,,,,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,11/19/09,7.61,,,,1315,0.24,,,,54,43,,,230,220,,,15,19.9,1,,,,,,,,,,,,,,,,,,
US1OHFR0010,"WESTERVILLE 0.2 WNW, OH US",40.12261,-82.92132,270.1,11/19/09,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0003,"GRANDVIEW HEIGHTS 0.1 N, OH US",39.980958,-83.040056,234.1,11/19/09,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0002,"DUBLIN 3.2 ENE, OH US",40.1299,-83.0742,273.1,11/19/09,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,11/19/09,,,,,,0.21,0,0,,54,46,49,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,11/19/09,,,,,,0.2,0,0,,53,46,46,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0008,"NEW ALBANY 2.8 SSE, OH US",40.04029,-82.798033,314.6,11/19/09,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0007,"UPPER ARLINGTON 1.3 SSW, OH US",40.011192,-83.083161,247.5,11/19/09,,,,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,11/19/09,7.83,,1442,,1441,0.1,0,0,,53,44,,,240,240,0,,17.9,23,1,,,,1,,,,,,1,1,,1,,,,,
US1OHLC0002,"PATASKALA 4.4 WNW, OH US",40.0273317,-82.7489517,324,11/19/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,11/20/09,,,,,,0.12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0001,"UPPER ARLINGTON 0.9 E, OH US",40.027882,-83.054333,256,11/20/09,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0012,"UPPER ARLINGTON 2.4 NNW, OH US",40.0604,-83.0815,267.9,11/20/09,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,11/20/09,5.82,,,,1027,0,,,,51,39,,,240,240,,,13,16.1,1,,,,,,,1,,,,,,,,,,,
US1OHFR0010,"WESTERVILLE 0.2 WNW, OH US",40.12261,-82.92132,270.1,11/20/09,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0003,"GRANDVIEW HEIGHTS 0.1 N, OH US",39.980958,-83.040056,234.1,11/20/09,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0002,"DUBLIN 3.2 ENE, OH US",40.1299,-83.0742,273.1,11/20/09,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,11/20/09,,,,,,0.06,0,0,,51,41,51,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0008,"NEW ALBANY 2.8 SSE, OH US",40.04029,-82.798033,314.6,11/20/09,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0007,"UPPER ARLINGTON 1.3 SSW, OH US",40.011192,-83.083161,247.5,11/20/09,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,11/20/09,4.92,,1550,,1427,0,0,0,,52,40,,,250,250,0,,12.1,14.1,1,,,,,,,,,,,,,,,,,,
US1OHLC0002,"PATASKALA 4.4 WNW, OH US",40.0273317,-82.7489517,324,11/20/09,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,11/21/09,,,,,,0.02,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0001,"UPPER ARLINGTON 0.9 E, OH US",40.027882,-83.054333,256,11/21/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0012,"UPPER ARLINGTON 2.4 NNW, OH US",40.0604,-83.0815,267.9,11/21/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
