STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,DAPR,FMTM,MDPR,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,TSUN,WDF2,WDF5,WESD,WESF,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,10/29/09,,,,,,0.01,0,0,,59,51,56,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,10/29/09,,,,,,0,0,0,,61,52,60,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0008,"NEW ALBANY 2.8 SSE, OH US",40.04029,-82.798033,314.6,10/29/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0007,"UPPER ARLINGTON 1.3 SSW, OH US",40.011192,-83.083161,247.5,10/29/09,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,10/29/09,6.71,,1059,,1058,0,0,0,,61,52,,,110,100,0,,15,21,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,10/30/09,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0001,"UPPER ARLINGTON 0.9 E, OH US",40.027882,-83.054333,256,10/30/09,,7,,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0012,"UPPER ARLINGTON 2.4 NNW, OH US",40.0604,-83.0815,267.9,10/30/09,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,10/30/09,12.53,,,,2134,0.2,,,,79,53,,,190,190,,,25.1,35.1,1,,,,,,,1,,,,,,,,,,,
US1OHFR0010,"WESTERVILLE 0.2 WNW, OH US",40.12261,-82.92132,270.1,10/30/09,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0003,"GRANDVIEW HEIGHTS 0.1 N, OH US",39.980958,-83.040056,234.1,10/30/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0002,"DUBLIN 3.2 ENE, OH US",40.1299,-83.0742,273.1,10/30/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,10/30/09,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,10/30/09,,,,,,0,0,0,,79,51,79,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0008,"NEW ALBANY 2.8 SSE, OH US",40.04029,-82.798033,314.6,10/30/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0007,"UPPER ARLINGTON 1.3 SSW, OH US",40.011192,-83.083161,247.5,10/30/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,10/30/09,11.63,,2200,,1159,0.19,0,0,,79,52,,,180,200,0,,23.9,32,1,,,,1,,,1,,,1,,,1,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,10/31/09,,,,,,0.97,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0001,"UPPER ARLINGTON 0.9 E, OH US",40.027882,-83.054333,256,10/31/09,,,,,,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0012,"UPPER ARLINGTON 2.4 NNW, OH US",40.0604,-83.0815,267.9,10/31/09,,,,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,10/31/09,10.96,,,,314,0.63,,,,65,37,,,260,240,,,25.1,36.9,1,,,,,,,,,,,,,,,,,,
US1OHFR0010,"WESTERVILLE 0.2 WNW, OH US",40.12261,-82.92132,270.1,10/31/09,,,,,,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0003,"GRANDVIEW HEIGHTS 0.1 N, OH US",39.980958,-83.040056,234.1,10/31/09,,,,,,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0002,"DUBLIN 3.2 ENE, OH US",40.1299,-83.0742,273.1,10/31/09,,,,,,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,10/31/09,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,10/31/09,,,,,,1.03,0,0,,79,47,51,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0008,"NEW ALBANY 2.8 SSE, OH US",40.04029,-82.798033,314.6,10/31/09,,,,,,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0007,"UPPER ARLINGTON 1.3 SSW, OH US",40.011192,-83.083161,247.5,10/31/09,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,10/31/09,12.08,,307,,306,1.21,0,0,,65,43,,,280,280,0,,29.1,34.9,1,,,,1,,,,,,1,1,,1,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,11/1/09,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0001,"UPPER ARLINGTON 0.9 E, OH US",40.027882,-83.054333,256,11/1/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0012,"UPPER ARLINGTON 2.4 NNW, OH US",40.0604,-83.0815,267.9,11/1/09,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,11/1/09,2.24,,,,1004,0,,,,51,30,,,40,40,,,10.1,15,1,,,,,,,,,,,,,,,,,,
US1OHFR0010,"WESTERVILLE 0.2 WNW, OH US",40.12261,-82.92132,270.1,11/1/09,,,,,,0.05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0003,"GRANDVIEW HEIGHTS 0.1 N, OH US",39.980958,-83.040056,234.1,11/1/09,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0002,"DUBLIN 3.2 ENE, OH US",40.1299,-83.0742,273.1,11/1/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,11/1/09,,,,,,0.4,0,0,,79,31,35,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,11/1/09,,,,,,0,0,0,,51,31,49,,,,,,,,1,,,,,,,,,,,,,,,,,,
US1OHFR0008,"NEW ALBANY 2.8 SSE, OH US",40.04029,-82.798033,314.6,11/1/09,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0007,"UPPER ARLINGTON 1.3 SSW, OH US",40.011192,-83.083161,247.5,11/1/09,,,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,11/1/09,1.79,,1235,,1234,0,0,0,,52,31,,,350,340,0,,10.1,15,,,,,,,,,,,,,,,,,,,
US1OHLC0002,"PATASKALA 4.4 WNW, OH US",40.0273317,-82.7489517,324,11/1/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,11/2/09,,,,,,0.38,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0001,"UPPER ARLINGTON 0.9 E, OH US",40.027882,-83.054333,256,11/2/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0012,"UPPER ARLINGTON 2.4 NNW, OH US",40.0604,-83.0815,267.9,11/2/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,11/2/09,4.03,,,,1628,0,,,,57,31,,,170,170,,,13,16.1,1,,,,,,,,,,,,,,,,,,
US1OHFR0010,"WESTERVILLE 0.2 WNW, OH US",40.12261,-82.92132,270.1,11/2/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0003,"GRANDVIEW HEIGHTS 0.1 N, OH US",39.980958,-83.040056,234.1,11/2/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0002,"DUBLIN 3.2 ENE, OH US",40.1299,-83.0742,273.1,11/2/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,11/2/09,,,,,,0,0,0,,79,31,36,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,11/2/09,,,,,,0,0,0,,56,31,56,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0008,"NEW ALBANY 2.8 SSE, OH US",40.04029,-82.798033,314.6,11/2/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0007,"UPPER ARLINGTON 1.3 SSW, OH US",40.011192,-83.083161,247.5,11/2/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,11/2/09,2.91,,1653,,1652,0,0,0,,57,32,,,170,160,0,,12.1,15,,,,,,,,1,,,,,,,,,,,
US1OHLC0002,"PATASKALA 4.4 WNW, OH US",40.0273317,-82.7489517,324,11/2/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,11/3/09,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0001,"UPPER ARLINGTON 0.9 E, OH US",40.027882,-83.054333,256,11/3/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0012,"UPPER ARLINGTON 2.4 NNW, OH US",40.0604,-83.0815,267.9,11/3/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,11/3/09,6.93,,,,1211,0,,,,50,33,,,300,290,,,19.9,23,1,,,,,,,1,,,,,,,,,,,
US1OHFR0010,"WESTERVILLE 0.2 WNW, OH US",40.12261,-82.92132,270.1,11/3/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0003,"GRANDVIEW HEIGHTS 0.1 N, OH US",39.980958,-83.040056,234.1,11/3/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0002,"DUBLIN 3.2 ENE, OH US",40.1299,-83.0742,273.1,11/3/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,11/3/09,,,,,,0,0,0,,57,36,43,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,11/3/09,,,,,,0,0,0,,56,31,46,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0008,"NEW ALBANY 2.8 SSE, OH US",40.04029,-82.798033,314.6,11/3/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0007,"UPPER ARLINGTON 1.3 SSW, OH US",40.011192,-83.083161,247.5,11/3/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,11/3/09,6.49,,1243,,1239,0,0,0,,51,33,,,300,300,0,,17,23.9,1,,,,,,,1,,,1,,,,,,,,
US1OHLC0002,"PATASKALA 4.4 WNW, OH US",40.0273317,-82.7489517,324,11/3/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,11/4/09,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0001,"UPPER ARLINGTON 0.9 E, OH US",40.027882,-83.054333,256,11/4/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0012,"UPPER ARLINGTON 2.4 NNW, OH US",40.0604,-83.0815,267.9,11/4/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,11/4/09,3.13,,,,1410,0,,,,51,32,,,220,220,,,15,18.1,,,,,,,,,,,,,,,,,,,
US1OHFR0010,"WESTERVILLE 0.2 WNW, OH US",40.12261,-82.92132,270.1,11/4/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0003,"GRANDVIEW HEIGHTS 0.1 N, OH US",39.980958,-83.040056,234.1,11/4/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0002,"DUBLIN 3.2 ENE, OH US",40.1299,-83.0742,273.1,11/4/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,11/4/09,,,,,,0,0,0,,52,31,50,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0008,"NEW ALBANY 2.8 SSE, OH US",40.04029,-82.798033,314.6,11/4/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0007,"UPPER ARLINGTON 1.3 SSW, OH US",40.011192,-83.083161,247.5,11/4/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,11/4/09,4.7,,1442,,1441,0,0,0,,53,32,,,220,220,0,,16.1,17.9,,,,,1,,,1,,,,,,1,,,,,
US1OHLC0002,"PATASKALA 4.4 WNW, OH US",40.0273317,-82.7489517,324,11/4/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,11/5/09,,,,,,0.02,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0001,"UPPER ARLINGTON 0.9 E, OH US",40.027882,-83.054333,256,11/5/09,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0012,"UPPER ARLINGTON 2.4 NNW, OH US",40.0604,-83.0815,267.9,11/5/09,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,11/5/09,8.28,,,,1514,0.01,,,,53,33,,,280,280,,,21,25.1,1,,,,,,,1,,,,,,,,,,,
US1OHFR0010,"WESTERVILLE 0.2 WNW, OH US",40.12261,-82.92132,270.1,11/5/09,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0003,"GRANDVIEW HEIGHTS 0.1 N, OH US",39.980958,-83.040056,234.1,11/5/09,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0002,"DUBLIN 3.2 ENE, OH US",40.1299,-83.0742,273.1,11/5/09,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,11/5/09,,,,0.02,,,,0,,53,31,40,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,11/5/09,,,,,,0.01,0,0,,52,34,51,,,,,,,,1,,,,,,,,,,,,,,,,,,
US1OHFR0008,"NEW ALBANY 2.8 SSE, OH US",40.04029,-82.798033,314.6,11/5/09,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0007,"UPPER ARLINGTON 1.3 SSW, OH US",40.011192,-83.083161,247.5,11/5/09,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,11/5/09,7.61,,1444,,1423,0.01,0,0,,53,35,,,270,290,0,,21,25.1,1,,,,,,1,1,,,,,,1,,,,,
US1OHLC0002,"PATASKALA 4.4 WNW, OH US",40.0273317,-82.7489517,324,11/5/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,11/6/09,,,,,,0.01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0001,"UPPER ARLINGTON 0.9 E, OH US",40.027882,-83.054333,256,11/6/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0012,"UPPER ARLINGTON 2.4 NNW, OH US",40.0604,-83.0815,267.9,11/6/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,11/6/09,5.82,,,,1104,0,,,,54,29,,,160,130,,,12.1,16.1,,,,,,,,,,,,,,,,,,,
US1OHFR0010,"WESTERVILLE 0.2 WNW, OH US",40.12261,-82.92132,270.1,11/6/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0003,"GRANDVIEW HEIGHTS 0.1 N, OH US",39.980958,-83.040056,234.1,11/6/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0002,"DUBLIN 3.2 ENE, OH US",40.1299,-83.0742,273.1,11/6/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,11/6/09,,,,,,0,0,0,,54,28,31,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,11/6/09,,,,,,0,0,0,,54,29,52,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0008,"NEW ALBANY 2.8 SSE, OH US",40.04029,-82.798033,314.6,11/6/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0007,"UPPER ARLINGTON 1.3 SSW, OH US",40.011192,-83.083161,247.5,11/6/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,11/6/09,4.7,,2113,,2017,0,0,0,,55,30,,,150,160,0,,12.1,16.1,,,,,,,,,,,,,,,,,,,
US1OHLC0002,"PATASKALA 4.4 WNW, OH US",40.0273317,-82.7489517,324,11/6/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,11/7/09,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0001,"UPPER ARLINGTON 0.9 E, OH US",40.027882,-83.054333,256,11/7/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0012,"UPPER ARLINGTON 2.4 NNW, OH US",40.0604,-83.0815,267.9,11/7/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,11/7/09,9.62,,,,1436,0,,,,67,43,,,200,200,,,21,28,,,,,,,,,,,,,,,,,,,
US1OHFR0010,"WESTERVILLE 0.2 WNW, OH US",40.12261,-82.92132,270.1,11/7/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0003,"GRANDVIEW HEIGHTS 0.1 N, OH US",39.980958,-83.040056,234.1,11/7/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0002,"DUBLIN 3.2 ENE, OH US",40.1299,-83.0742,273.1,11/7/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,11/7/09,,,,,,0,0,0,,55,31,46,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,11/7/09,,,,,,0,0,0,,67,44,66,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0008,"NEW ALBANY 2.8 SSE, OH US",40.04029,-82.798033,314.6,11/7/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0007,"UPPER ARLINGTON 1.3 SSW, OH US",40.011192,-83.083161,247.5,11/7/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,11/7/09,10.07,,1442,,1449,0,0,0,,67,43,,,210,210,0,,23,29.1,,,,,,,,,,,,,,,,,,,
US1OHLC0002,"PATASKALA 4.4 WNW, OH US",40.0273317,-82.7489517,324,11/7/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,11/8/09,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0001,"UPPER ARLINGTON 0.9 E, OH US",40.027882,-83.054333,256,11/8/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0012,"UPPER ARLINGTON 2.4 NNW, OH US",40.0604,-83.0815,267.9,11/8/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,11/8/09,4.92,,,,1418,0,,,,69,43,,,190,200,,,14.1,18.1,1,,,,,,,,,,,,,,,,,,
US1OHFR0010,"WESTERVILLE 0.2 WNW, OH US",40.12261,-82.92132,270.1,11/8/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0003,"GRANDVIEW HEIGHTS 0.1 N, OH US",39.980958,-83.040056,234.1,11/8/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0002,"DUBLIN 3.2 ENE, OH US",40.1299,-83.0742,273.1,11/8/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,11/8/09,,,,,,0,0,0,,68,41,51,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,11/8/09,,,,,,0,0,0,,69,42,68,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0008,"NEW ALBANY 2.8 SSE, OH US",40.04029,-82.798033,314.6,11/8/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0007,"UPPER ARLINGTON 1.3 SSW, OH US",40.011192,-83.083161,247.5,11/8/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,11/8/09,4.92,,1616,,1615,0,0,0,,70,46,,,180,180,0,,13,16.1,,,,,,,,,,,,,,,,,,,
US1OHLC0002,"PATASKALA 4.4 WNW, OH US",40.0273317,-82.7489517,324,11/8/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,11/9/09,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0001,"UPPER ARLINGTON 0.9 E, OH US",40.027882,-83.054333,256,11/9/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0012,"UPPER ARLINGTON 2.4 NNW, OH US",40.0604,-83.0815,267.9,11/9/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,11/9/09,3.36,,,,1404,0,,,,68,44,,,230,240,,,10.1,13,1,,,,,,,1,,,,,,,,,,,
US1OHFR0010,"WESTERVILLE 0.2 WNW, OH US",40.12261,-82.92132,270.1,11/9/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0003,"GRANDVIEW HEIGHTS 0.1 N, OH US",39.980958,-83.040056,234.1,11/9/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0002,"DUBLIN 3.2 ENE, OH US",40.1299,-83.0742,273.1,11/9/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,11/9/09,,,,,,0,0,0,,71,40,45,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,11/9/09,,,,,,0,0,0,,68,43,63,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0008,"NEW ALBANY 2.8 SSE, OH US",40.04029,-82.798033,314.6,11/9/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0007,"UPPER ARLINGTON 1.3 SSW, OH US",40.011192,-83.083161,247.5,11/9/09,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,11/9/09,2.68,,1553,,1625,0,0,0,,67,45,,,170,180,0,,10.1,13,,,,,,,,,,,,,,,,,,,
